0, 1.79429, -0.580348, -0.580953, 0.664344, -0.462311, 0.490346, -0.323227, -0.00352394, -0.144863, 0.27027
1, 1.7943, -0.580565, -0.580996, 0.66443, -0.462105, 0.490542, -0.32305, 0.36077, -0.768299, 0.777358
2, 1.79672, -0.580275, -0.577895, 0.664075, -0.462593, 0.490528, -0.323102, 0.0168377, -0.144177, 0.285308
0, 1.79453, -0.588538, -0.563753, 0.673454, -0.449866, 0.479463, -0.337928, -0.0406667, -0.112913, 0.310484
1, 1.78811, -0.584317, -0.560863, 0.673085, -0.449181, 0.479996, -0.338815, 0.334342, -0.455001, 1.28771
2, 1.79573, -0.583876, -0.565639, 0.673494, -0.449458, 0.4796, -0.338198, -0.0392555, -0.0913824, 0.289887
0, 1.79351, -0.590923, -0.55024, 0.683904, -0.437817, 0.465791, -0.351612, -0.0779037, -0.104182, 0.312091
1, 1.79451, -0.595813, -0.549934, 0.68372, -0.438534, 0.465571, -0.351367, 0.289455, -0.17901, 1.24606
2, 1.79496, -0.594293, -0.545937, 0.683483, -0.438805, 0.465714, -0.351301, -0.0758353, -0.115634, 0.31823
0, 1.79167, -0.602076, -0.529625, 0.692144, -0.429154, 0.450719, -0.365535, -0.0987414, -0.132061, 0.319467
1, 1.79248, -0.591397, -0.538722, 0.692627, -0.427717, 0.451086, -0.365851, 0.221323, -0.0545573, 1.17087
2, 1.79052, -0.602219, -0.5321, 0.692127, -0.429247, 0.450475, -0.365759, -0.107141, -0.122188, 0.310548
0, 1.78417, -0.609395, -0.515966, 0.699654, -0.420086, 0.435545, -0.379886, -0.138904, -0.0941894, 0.326044
1, 1.77639, -0.606005, -0.517502, 0.699626, -0.41927, 0.436121, -0.380177, 0.155025, -0.0422385, 1.11242
2, 1.7792, -0.602985, -0.512514, 0.699008, -0.420274, 0.43628, -0.380023, -0.158894, -0.0645206, 0.333011
0, 1.77132, -0.608201, -0.495914, 0.705916, -0.411362, 0.421397, -0.393558, -0.17495, -0.0917874, 0.342076
1, 1.79247, -0.595036, -0.500852, 0.706393, -0.411052, 0.420269, -0.394232, 0.118564, -0.879816, 0.188807
2, 1.77231, -0.608192, -0.496194, 0.70577, -0.411437, 0.421264, -0.393884, -0.163219, -0.0963983, 0.335719
0, 1.76416, -0.61401, -0.479688, 0.710907, -0.402751, 0.407227, -0.408128, -0.186537, -0.0892946, 0.346402
1, 1.77228, -0.60321, -0.485601, 0.711248, -0.402238, 0.406469, -0.408796, -0.0680935, -0.754406, 0.523839
2, 1.76616, -0.613235, -0.48318, 0.711296, -0.402397, 0.406876, -0.408151, -0.189843, -0.0462991, 0.33954
0, 1.75763, -0.618091, -0.465305, 0.717875, -0.391848, 0.393702, -0.419654, -0.200288, -0.0665626, 0.356731
1, 1.80827, -0.585281, -0.506217, 0.719556, -0.39073, 0.38939, -0.421835, -0.0356611, -0.0747141, 0.847234
2, 1.75592, -0.624671, -0.461096, 0.717707, -0.392939, 0.393512, -0.419099, -0.209734, -0.0781096, 0.361154
0, 1.74589, -0.628109, -0.438784, 0.721919, -0.383545, 0.381818, -0.431208, -0.269765, -0.102291, 0.373024
1, 1.75264, -0.619865, -0.447074, 0.72231, -0.382994, 0.38126, -0.431537, -0.331078, 0.552538, 1.15182
2, 1.74352, -0.625682, -0.446053, 0.722129, -0.383185, 0.381581, -0.431387, -0.252636, -0.0828441, 0.365255
0, 1.73133, -0.633407, -0.426259, 0.728186, -0.370997, 0.37048, -0.441419, -0.264829, -0.0961805, 0.393256
1, 1.73326, -0.630185, -0.428604, 0.728145, -0.370934, 0.370281, -0.441707, -0.357289, 0.905793, 1.24974
2, 1.7337, -0.630706, -0.427632, 0.727888, -0.371487, 0.370094, -0.441822, -0.252414, -0.079342, 0.388932
0, 1.72335, -0.638073, -0.405644, 0.731518, -0.36041, 0.359875, -0.453295, -0.246976, -0.0927851, 0.424831
1, 1.7443, -0.631919, -0.412463, 0.732238, -0.360594, 0.358168, -0.453338, -0.328619, 1.01074, 1.24628
2, 1.72353, -0.637491, -0.402745, 0.731179, -0.361312, 0.359504, -0.453419, -0.254084, -0.0733256, 0.413146
0, 1.71178, -0.644329, -0.380411, 0.734201, -0.350951, 0.349222, -0.464571, -0.267641, -0.0753736, 0.453574
1, 1.72187, -0.636435, -0.389071, 0.734475, -0.350803, 0.348585, -0.464729, -0.366935, 0.976465, 1.21343
2, 1.71442, -0.637645, -0.384542, 0.734095, -0.350706, 0.349058, -0.465047, -0.252172, -0.0406729, 0.435615
0, 1.70307, -0.643337, -0.359871, 0.736608, -0.340069, 0.339114, -0.476196, -0.257991, -0.0589108, 0.478742
1, 1.72055, -0.646478, -0.36378, 0.736984, -0.341088, 0.337831, -0.475798, -0.359225, 0.911469, 1.18491
2, 1.69954, -0.651587, -0.358462, 0.736343, -0.341845, 0.338042, -0.476098, -0.27553, -0.0691062, 0.458969
0, 1.68689, -0.658576, -0.333368, 0.736184, -0.332146, 0.328853, -0.489457, -0.290434, -0.0905216, 0.499243
1, 1.69289, -0.660474, -0.32803, 0.736234, -0.33327, 0.328449, -0.488888, -0.381808, 0.845093, 1.17385
2, 1.68371, -0.654872, -0.334183, 0.735573, -0.332904, 0.328713, -0.489954, -0.290494, -0.0577069, 0.484067
0, 1.67061, -0.660755, -0.305832, 0.735265, -0.323531, 0.318016, -0.503566, -0.293851, -0.0585003, 0.552244
1, 1.6779, -0.657971, -0.3059, 0.735627, -0.323579, 0.31754, -0.503308, -0.415065, 0.816237, 1.16706
2, 1.67012, -0.657439, -0.305211, 0.735052, -0.323965, 0.317628, -0.503844, -0.31098, -0.0341256, 0.533775
